ngram,COMP,NEG,NEUT,POS
이런/MM 성향/NNG 의도/NNG,0,0,0,1
이런저런/MM,0,0,0,1
이런저런/MM 얘기/NNG,0,0,0,1
이런저런/MM 얘기/NNG 들/XSN,0,0,0,1
이렇/VA,0,1,0,2
이렇/VA 게/EC,0,0,0,1
이렇/VA 다/EC,0,1,0,0
이렇/VA 다/EC 하/VV,0,1,0,0
이렇/VA 듯/EC,0,0,0,1
이롭/VA,0,0,0,1
이루/MAG,0,2,0,0
이루/MAG 말/NNG,0,2,0,0
이루/MAG 말/NNG 하/XSV,0,2,0,0
이루/VV,0,1,0,7
이루/VV ㄴ/ETM,0,0,0,1
이루/VV ㄴ/ETM 성과/NNG,0,0,0,1
이루/VV 어/EC,0,1,0,1
이루/VV 어/EC 지/VX,0,1,0,1
이루/VV 었/EP,0,0,0,1
이루/VV 었/EP 다/EC,0,0,0,1
이르/VV,0,0,0,4
이른바/MAG,0,0,0,1
이름/NNG,0,0,0,2
이름/NNG 이/VCP,0,0,0,2
이름/NNG 이/VCP ㄹ/ETM,0,0,0,1
이름나/VV,0,0,0,2
이름나/VV ㄴ/ETM,0,0,0,1
이리/MAG,0,0,0,1
이리/MAG 사랑/NNG,0,0,0,1
이리/MAG 사랑/NNG 하/XSV,0,0,0,1
이목/NNG,0,0,0,1
이미/MAG,0,0,0,3
이미/MAG 동료/NNG,0,0,0,1
이미/MAG 동료/NNG 상담/NNG,0,0,0,1
이미/MAG 예상/NNG,0,0,0,1
이미/MAG 예상/NNG 되/XSV,0,0,0,1
이민자/NNG,0,0,0,1
이민자/NNG 들/XSN,0,0,0,1
이민자/NNG 들/XSN 처지/NNG,0,0,0,1
이번/NNG,0,1,0,0
이번/NNG 이/JKS,0,1,0,0
이번/NNG 이/JKS 처음/NNG,0,1,0,0
이벤트/NNG,0,0,0,2
이벤트/NNG 가/JKS,0,0,0,1
이벤트/NNG 가/JKS 어우러지/VV,0,0,0,1
이벤트/NNG 이/VCP,0,0,0,1
이빨/NNG,0,0,0,1
이빨/NNG 에/JKB,0,0,0,1
이빨/NNG 에/JKB 통증/NNG,0,0,0,1
이상/NNG,0,5,0,3
이상/NNG 가/VV,0,0,0,1
이상/NNG 가/VV 는/ETM,0,0,0,1
이상/NNG 교통/NNG,0,1,0,0
이상/NNG 교통/NNG 사고/NNG,0,1,0,0
이상/NNG 두/VV,0,1,0,0
이상/NNG 두/VV 고/EC,0,1,0,0
이상/NNG 뒤떨어지/VV,0,1,0,0
이상/NNG 보/VV,0,1,0,0
이상/NNG 보/VV ㄹ/ETM,0,1,0,0
이상/NNG 에/JKB,0,0,0,1
이상/NNG 에/JKB 부합/NNG,0,0,0,1
이상/NNG 하/XSA,0,1,0,0
이상/NNG 확실/XR,0,0,0,1
이상/NNG 확실/XR 하/XSA,0,0,0,1
이상/XR,0,1,0,0
이상/XR 하/XSA,0,1,0,0
이색/NNG,0,0,0,2
이색/NNG 적/XSN,0,0,0,1
이색/NNG 적/XSN 이/VCP,0,0,0,1
이야기/NNG,0,1,1,5
이야기/NNG 로서/JKB,0,1,0,0
이야기/NNG 로서/JKB 의/JKG,0,1,0,0
이야기/NNG 를/JKO,0,0,0,3
이야기/NNG 를/JKO 나누/VV,0,0,0,1
이야기/NNG 를/JKO 읽/VV,0,0,0,1
이야기/NNG 를/JKO 풀/VV,0,0,0,1
이야기/NNG 하/XSV,0,0,0,2
이어지/VV,0,0,0,1
이역만리/NNG,0,0,0,1
이역만리/NNG 에서/JKB,0,0,0,1
이역만리/NNG 에서/JKB 억울/XR,0,0,0,1
이용/NNG,0,0,0,3
이용/NNG 가치/NNG,0,0,0,1
이용/NNG 가치/NNG 가/JKS,0,0,0,1
이용/NNG 하/XSV,0,0,0,1
이용/NNG 하/XSV 면/EC,0,0,0,1
이용법/NNG,0,0,0,1
이용법/NNG 을/JKO,0,0,0,1
이용법/NNG 을/JKO 교육/NNG,0,0,0,1
이유/NNG,0,2,0,4
이유/NNG 가/JKS,0,1,0,1
이유/NNG 가/JKS 없/VA,0,1,0,1
이유/NNG 이/VCP,0,0,0,3
이유/NNG 이/VCP 고/EC,0,0,0,1
이유/NNG 이/VCP 었/EP,0,0,0,1
이유/NNG 이/VCP 지요/EF,0,0,0,1
이전/NNG,0,0,0,1
이전/NNG 부터/JX,0,0,0,1
이전/NNG 부터/JX 여성/NNG,0,0,0,1
이제/MAG,0,0,0,4
이제/MAG 너무/MAG,0,0,0,1
이제/MAG 너무/MAG 듣/VV,0,0,0,1
이제/MAG 다시/MAG,0,0,0,1
이제/MAG 다시/MAG 새롭/VA,0,0,0,1
이제/MAG 소수/NNG,0,0,0,1
이제/MAG 소수/NNG 의/JKG,0,0,0,1
이제/MAG 아무/MM,0,0,0,1
이제/MAG 아무/MM 것/NNB,0,0,0,1
이제/NNG,0,0,0,3
이제/NNG ㄴ/JX,0,0,0,1
이제/NNG ㄴ/JX 근절/NNG,0,0,0,1
이제/NNG 부터/JX,0,0,0,2
이제/NNG 부터/JX 가/JKS,0,0,0,1
이제/NNG 부터/JX ㄴ/JX,0,0,0,1
이채/NNG,0,0,0,3
이채/NNG 롭/XSA,0,0,0,3
이치/NNG,0,0,0,1
이한탁/NNP,0,0,0,1
이한탁/NNP 씨/NNB,0,0,0,1
이해/NNG,0,2,0,6
이해/NNG 는/JX,0,0,0,1
이해/NNG 는/JX 하/VV,0,0,0,1
이해/NNG 되/XSV,0,1,0,0
이해/NNG 되/XSV 지/EC,0,1,0,0
이해/NNG 하/XSV,0,1,0,5
이해/NNG 하/XSV 아/EC,0,0,0,1
이해/NNG 하/XSV 지/EC,0,1,0,0
이해득실/NNG,0,0,0,1
이해득실/NNG 을/JKO,0,0,0,1
이해득실/NNG 을/JKO 꼼꼼/XR,0,0,0,1
이후/NNG,0,0,0,1
이후/NNG 로/JKB,0,0,0,1
이후/NNG 로/JKB 는/JX,0,0,0,1
익사/NNG,0,1,0,1
익사/NNG 위험/NNG,0,0,0,1
익살/NNG,0,0,0,1
익살/NNG 스럽/XSA,0,0,0,1
익숙/XR,0,0,0,3
익숙/XR 하/XSA,0,0,0,3
익숙/XR 하/XSA ㄴ/ETM,0,0,0,1
익숙/XR 하/XSA 아/EC,0,0,0,2
인/NNG,0,0,0,1
인/NNG 하/XSV,0,0,0,1
인/NNG 하/XSV ㄴ/ETM,0,0,0,1
인간/NNG,0,3,0,2
인간/NNG 답/XSA,0,0,0,1
인간/NNG 들/XSN,0,0,0,1
인간/NNG 들/XSN 보다/JKB,0,0,0,1
인간/NNG 은/JX,0,1,0,0
인간/NNG 은/JX 기술/NNG,0,1,0,0
인간/NNG 의/JKG,0,1,0,0
인간/NNG 의/JKG 감각/NNG,0,1,0,0
인간애/NNG,0,0,0,1
인건비/NNG,0,1,0,0
인건비/NNG 부담/NNG,0,1,0,0
인건비/NNG 부담/NNG 이/JKS,0,1,0,0
인권/NNG,0,0,0,1
인기/NNG,0,0,0,24
인기/NNG 가도/NNG,0,0,0,1
인기/NNG 가도/NNG 를/JKO,0,0,0,1
인기/NNG 높/VA,0,0,0,1
인기/NNG 를/JKO,0,0,0,9
인기/NNG 를/JKO 끌/VV,0,0,0,4
인기/NNG 를/JKO 누리/VV,0,0,0,1
인기/NNG 를/JKO 모으/VV,0,0,0,1
인기/NNG 를/JKO 얻/VV,0,0,0,3
인기/NNG 이/VCP,0,0,0,6
인기작/NNG,0,0,0,1
인력난/NNG,0,2,0,0
인상/NNG,0,1,0,2
인상/NNG 을/JKO,0,1,0,0
인상/NNG 을/JKO 주/VV,0,1,0,0
인상/NNG 적/XSN,0,0,0,2
인상/NNG 적/XSN 이/VCP,0,0,0,2
인생/NNG,0,0,0,2
인생/NNG 은/JX,0,0,0,1
인생/NNG 은/JX 죽음/NNG,0,0,0,1
인생/NNG 을/JKO,0,0,0,1
인생/NNG 을/JKO 한데/MAG,0,0,0,1
인식/NNG,0,0,0,5
인식/NNG 등/NNB,0,0,0,1
인식/NNG 등/NNB 을/JKO,0,0,0,1
인식/NNG 을/JKO,0,0,0,1
인식/NNG 을/JKO 같이/MAG,0,0,0,1
인식/NNG 의/JKG,0,0,0,1
인식/NNG 의/JKG 세계/NNG,0,0,0,1
인식/NNG 이/JKS,0,0,0,1
인식/NNG 이/JKS 새롭/VA,0,0,0,1
인식/NNG 하/XSV,0,0,0,1
인식/NNG 하/XSV 는/ETM,0,0,0,1
인원/NNG,0,0,0,2
인원/NNG 의/JKG,0,0,0,1
인원/NNG 이/JKS,0,0,0,1
인원/NNG 이/JKS 너무/MAG,0,0,0,1
인정/NNG,0,0,0,6
인정/NNG 되/XSV,0,0,0,1
인정/NNG 되/XSV 지/EC,0,0,0,1
인정/NNG 을/JKO,0,0,0,1
인정/NNG 을/JKO 받/VV,0,0,0,1
인정/NNG 하/XSV,0,0,0,3
인정받/VV,0,0,0,1
인종/NNG,0,1,0,0
인종/NNG 차별/NNG,0,1,0,0
인터뷰/NNG,0,1,0,0
인터뷰/NNG 를/JKO,0,1,0,0
인터뷰/NNG 를/JKO 하/VV,0,1,0,0
일/NNG,1,4,0,15
일/NNG 아니/VCN,0,0,0,1
일/NNG 아니/VCN ㅂ니까/EF,0,0,0,1
일/NNG 은/JX,0,0,0,1
일/NNG 은/JX 작품/NNG,0,0,0,1
일/NNG 을/JKO,0,1,0,1
일/NNG 을/JKO 계속/NNG,0,0,0,1
일/NNG 을/JKO 그르치/VV,0,1,0,0
일/NNG 이/JKC,0,1,0,0
일/NNG 이/JKC 아니/VCN,0,1,0,0
일/NNG 이/JKS,0,0,0,2
일/NNG 이/JKS 없이/MAG,0,0,0,1
일/NNG 이/JKS 있/VV,0,0,0,1
일/NNG 이/VCP,1,2,0,5
일/NNG 이/VCP 겠/EP,0,0,0,1
일/NNG 이/VCP ㄴ지/EC,0,0,0,1
일/NNG 이/VCP 다/EF,0,0,0,1
일/NNG 하/XSV,0,0,0,1
일/NNG 하/XSV 겠/EP,0,0,0,1
일/NNP,0,1,0,0
일/NNP 우호/NNG,0,1,0,0
일/NNP 우호/NNG 관계/NNG,0,1,0,0
일/VV,0,1,0,1
일관/XR,0,0,0,2
일관/XR 되/XSV,0,0,0,2
일깨우/VV,0,1,0,1
일깨우/VV 고/EC,0,0,0,1
일깨우/VV 고/EC 욕망/NNG,0,0,0,1
일깨우/VV 어/EC,0,1,0,0
일깨우/VV 어/EC 주/VX,0,1,0,0
일단/MAG,0,0,0,1
일반/NNG,0,1,0,1
일반/NNG 적/XSN,0,1,0,0
일반/NNG 적/XSN 욕망/NNG,0,1,0,0
일반/NNG 화/XSN,0,0,0,1
일반/NNG 화/XSN 하/XSV,0,0,0,1
일방/NNG,0,1,0,0
일방/NNG 추진/NNG,0,1,0,0
일본/NNP,0,0,0,2
일본/NNP 과/JC,0,0,0,1
일본/NNP 과/JC 미국/NNP,0,0,0,1
일본/NNP 유수/NNG,0,0,0,1
일본/NNP 유수/NNG 의/JKG,0,0,0,1
일본군/NNG,0,1,0,0
일본군/NNG 으로/JKB,0,1,0,0
일본군/NNG 으로/JKB 간주/NNG,0,1,0,0
일부/NNG,0,2,0,0
일부/NNG 액수/NNG,0,1,0,0
일부/NNG 액수/NNG 만/JX,0,1,0,0
일부/NNG 에/JKB,0,1,0,0
일부/NNG 에/JKB 불과/MAG,0,1,0,0
일삼/VV,0,3,0,0
일삼/VV 고/EC,0,1,0,0
일삼/VV 고/EC 있/VX,0,1,0,0
일색/NNG,0,1,0,0
일색/NNG 이/VCP,0,1,0,0
일어나/VV,0,1,0,1
일어나/VV ㄹ/ETM,0,0,0,1
일어나/VV ㄹ/ETM 때/NNG,0,0,0,1
일으키/VV,0,3,0,0
일으키/VV 어서/EC,0,1,0,0
일으키/VV 어서/EC 고립무원/NNG,0,1,0,0
일정/NNG,0,1,0,0
일정/NNG 하/XSA,0,1,0,0
일정/NNG 하/XSA 지/EC,0,1,0,0
일종/NNG,0,0,0,1
일종/NNG 의/JKG,0,0,0,1
일직선/NNG,0,1,0,0
일직선/NNG 시멘트/NNG,0,1,0,0
일직선/NNG 시멘트/NNG 길/NNG,0,1,0,0
일찍/MAG,0,0,0,1
일찍/MAG 나가/VV,0,0,0,1
일찍/MAG 나가/VV 는/ETM,0,0,0,1
일체/NNG,0,0,0,1
일체/NNG 의/JKG,0,0,0,1
일체/NNG 의/JKG 사회/NNG,0,0,0,1
일치/NNG,0,0,0,1
일터/NNG,0,0,0,1
일터/NNG 에/JKB,0,0,0,1
일터/NNG 에/JKB 꿀단지/NNG,0,0,0,1
읽/VV,0,1,0,4
읽/VV 게/EC,0,0,0,1
읽/VV 게/EC 쓰/VV,0,0,0,1
읽/VV 고/EC,0,0,0,1
읽/VV 고/EC 자라/VV,0,0,0,1
읽/VV 다가/EC,0,0,0,1
읽/VV 으면/EC,0,0,0,1
읽/VV 으면/EC 전혀/MAG,0,0,0,1
읽히/VV,0,0,0,2
잃/VV,0,3,0,0
잃어버리/VV,0,0,0,1
잃어버리/VV ㄴ/ETM,0,0,0,1
잃어버리/VV ㄴ/ETM 자아/NNG,0,0,0,1
임금/NNG,0,0,0,4
임금/NNG 남성/NNG,0,0,0,1
임금/NNG 남성/NNG 의/JKG,0,0,0,1
임금/NNG 노동자/NNG,0,0,0,1
임금/NNG 노동자/NNG 가/JKS,0,0,0,1
임금/NNG 심위/NNG,0,0,0,1
임금/NNG 심위/NNG 에/JKB,0,0,0,1
임금/NNG 의/JKG,0,0,0,1
임금/NNG 의/JKG 적정/NNG,0,0,0,1
임금제/NNG,0,0,0,1
임금제/NNG 의/JKG,0,0,0,1
임금제/NNG 의/JKG 도입/NNG,0,0,0,1
임산물/NNG,0,0,0,1
임하/VV,0,0,0,1
입/NNG,0,1,0,3
입/NNG 문지르/VV,0,0,0,1
입/NNG 문지르/VV 며/EC,0,0,0,1
입/NNG 에/JKB,0,1,0,0
입/NNG 에/JKB 올리/VV,0,1,0,0
입/NNG 에서/JKB,0,0,0,1
입/NNG 에서/JKB 욕/NNG,0,0,0,1
입/NNG 을/JKO,0,0,0,1
입/NNG 을/JKO 모으/VV,0,0,0,1
입/VV,0,0,0,3
입/VV 는/ETM,0,0,0,1
입/VV 는/ETM 남성/NNG,0,0,0,1
입/VV 자/EC,0,0,0,2
입국자/NNG,0,1,0,0
입국자/NNG 가/JKS,0,1,0,0
입국자/NNG 가/JKS 늘/VV,0,1,0,0
입력/NNG,0,0,0,1
입력/NNG 되/XSV,0,0,0,1
입력/NNG 되/XSV ㄴ/ETM,0,0,0,1
입술/NNG,0,0,0,2
입술/NNG 빨/VV,0,0,0,1
입술/NNG 빨/VV 고/EC,0,0,0,1
입술/NNG 이/JKS,0,0,0,1
입술/NNG 이/JKS 부르트/VV,0,0,0,1
입시/NNG,0,1,0,0
입시/NNG 부정/NNG,0,1,0,0
입장/NNG,0,0,0,2
입장/NNG 이/VCP,0,0,0,1
입증/NNG,0,0,0,2
입증/NNG 하/XSV,0,0,0,2
입히/VV,0,1,0,1
잇따르/VV,0,1,0,0
있/VA,0,0,0,8
있/VA 는/ETM,0,0,0,1
있/VA 는/ETM 이한탁/NNP,0,0,0,1
있/VA 다/EF,0,0,0,2
있/VV,0,9,0,103
있/VV 게/EC,0,0,0,4
있/VV 게/EC 기회/NNG,0,0,0,1
있/VV 게/EC 되/VV,0,0,0,1
있/VV 게/EC 하/VX,0,0,0,1
있/VV 겠/EP,0,0,0,1
있/VV 기/ETN,0,0,0,1
있/VV 기/ETN 를/JKO,0,0,0,1
있/VV 나/EC,0,0,0,1
있/VV 는/ETM,0,0,0,9
있/VV 는/ETM 것/NNB,0,0,0,1
있/VV 는/ETM 기회/NNG,0,0,0,1
있/VV 는/ETM 듯/NNB,0,0,0,1
있/VV 는/ETM 미화원/NNG,0,0,0,1
있/VV 는/ETM 사람/NNG,0,0,0,1
있/VV 는/ETM 연극/NNG,0,0,0,1
있/VV 는/ETM 일/NNG,0,0,0,2
있/VV 는지/EC,0,0,0,1
있/VV 는지/EC 좀/MAG,0,0,0,1
있/VV 다/EC,0,0,0,1
있/VV 다/EF,0,0,0,4
있/VV 다는/ETM,0,0,0,1
있/VV 다는/ETM 보람/NNG,0,0,0,1
있/VV 다는데/EC,0,0,0,1
있/VV 다는데/EC 작/VA,0,0,0,1
있/VV 다면/EC,0,0,0,1
있/VV 어/EC,0,0,0,1
있/VV 어/EC 반드시/MAG,0,0,0,1
있/VV 었/EP,0,0,0,3
있/VV 었/EP 다/EC,0,0,0,1
있/VV 었/EP 다/EF,0,0,0,1
있/VV 었/EP 습니다/EF,0,0,0,1
있/VV 을/ETM,0,0,0,5
있/VV 을/ETM 것/NNB,0,0,0,4
있/VV 을/ETM 정도/NNG,0,0,0,1
있/VV 을까/EC,0,0,0,1
있/VV 음/ETN,0,0,0,1
있/VV 지만/EC,0,1,0,0
있/VV 지만/EC 순례자/NNG,0,1,0,0
있/VX,0,8,0,30
있/VX 는/ETM,0,4,0,11
있/VX 는/ETM 가장/MAG,0,1,0,0
있/VX 는/ETM 것/NNB,0,1,0,3
있/VX 는/ETM 고도/NNG,0,0,0,1
있/VX 는/ETM 군도/NNG,0,0,0,1
있/VX 는/ETM 상황/NNG,0,1,0,0
있/VX 는/ETM 소위/MAG,0,0,0,1
있/VX 는/ETM 어린이/NNG,0,0,0,1
있/VX 는/ETM 오늘날/NNG,0,0,0,1
있/VX 는/ETM 쪽/NNB,0,0,0,1
있/VX 는/ETM 터번/NNG,0,0,0,1
있/VX 는/ETM 형편/NNG,0,1,0,0
있/VX 는데/EC,0,0,0,1
있/VX 다/EC,0,0,0,1
있/VX 다/EF,0,0,0,3
있/VX 습니다/EF,0,0,0,2
있/VX 어/EC,0,0,0,2
있/VX 어/EC 균/NNG,0,0,0,1
있/VX 어/EC 생활/NNG,0,0,0,1
있/VX 었/EP,0,0,0,3
있/VX 었/EP 다/EF,0,0,0,1
있/VX 었/EP 습니다/EF,0,0,0,1
있/VX 었/EP 지만/EC,0,0,0,1
있/VX 을까/EC,0,0,0,1
잉태/NNG,0,1,0,0
잊/VV,0,1,0,2
잊/VV 고/EC,0,1,0,0
잊/VV 고/EC 살/VV,0,1,0,0
잊/VV 어서/EC,0,0,0,1
잊/VV 어서/EC 는/JX,0,0,0,1
잊히/VV,0,0,0,1
잊히/VV 어/EC,0,0,0,1
잊히/VV 어/EC 지/VX,0,0,0,1
자/EC,0,1,0,5
자/EC 도전/NNG,0,1,0,0
자/EC 도전/NNG 이/VCP,0,1,0,0
자/EF,0,0,0,4
자/NNB,0,0,0,1
자/NNB 들/XSN,0,0,0,1
자/NNB 들/XSN 만/JX,0,0,0,1
자/VV,0,1,0,1
자/VV 는/ETM,0,1,0,0
자/VV 는/ETM 습관/NNG,0,1,0,0
자/VV 다/EC,0,0,0,1
자/VV 다/EC 말/VV,0,0,0,1
자고/EC,0,0,0,3
자고/EC 의견/NNG,0,0,0,1
자고/EC 의견/NNG 을/JKO,0,0,0,1
자구/NNG,0,1,0,0
자구/NNG 운동/NNG,0,1,0,0
자구/NNG 운동/NNG 이/JKS,0,1,0,0
자구책/NNG,0,0,0,1
자구책/NNG 움직임/NNG,0,0,0,1
자그맣/VA,0,0,0,1
자극/NNG,0,1,0,3
자극/NNG 성/XSN,0,0,0,1
자극/NNG 성/XSN 이/JKS,0,0,0,1
자극/NNG 시키/XSV,0,1,0,0
자극/NNG 하/XSV,0,0,0,2
자긍/NNG,0,0,0,1
자긍심/NNG,0,0,0,1
자기/NP,0,3,0,2
자기/NP 도/JX,0,1,0,0
자기/NP 도/JX 모르/VV,0,1,0,0
자기/NP 들/XSN,0,0,0,1
자기/NP 들/XSN 의/JKG,0,0,0,1
자기/NP 숭배/NNG,0,1,0,0
자기/NP 숭배/NNG 를/JKO,0,1,0,0
자기/NP 와*/JC,0,0,0,1
자기/NP 와*/JC 현실/NNG,0,0,0,1
자기/NP 중얼거리/VV,0,1,0,0
자기/NP 중얼거리/VV ㅁ/ETN,0,1,0,0
자꾸/MAG,0,2,0,1
자꾸/MAG 고리타분/XR,0,0,0,1
자꾸/MAG 고리타분/XR 하/XSA,0,0,0,1
자꾸/MAG 놓치/VV,0,1,0,0
자녀/NNG,0,0,0,1
자녀/NNG 결혼식/NNG,0,0,0,1
자녀/NNG 결혼식/NNG 에/JKB,0,0,0,1
자는/ETM,0,0,0,1
자니/EC,0,0,0,1
자니/EC 몹시/MAG,0,0,0,1
자니/EC 몹시/MAG 쓰/VA,0,0,0,1
자동차/NNG,0,0,0,1
자동차/NNG 등록/NNG,0,0,0,1
자동차/NNG 등록/NNG 대수/NNG,0,0,0,1
자라/VV,0,1,0,2
자라/VV ㄹ까/EF,0,0,0,1
자라/VV 았/EP,0,0,0,1
자라/VV 았/EP 지/EC,0,0,0,1
자랑/NNG,0,0,0,3
자랑/NNG 스럽/XSA,0,0,0,2
자랑/NNG 스럽/XSA 게/EC,0,0,0,1
자랑스레/MAG,0,0,0,1
자리/NNG,0,0,0,6
자리/NNG 로/JKB,0,0,0,1
자리/NNG 로/JKB 돌아오/VV,0,0,0,1
자리/NNG 를/JKO,0,0,0,3
자리/NNG 를/JKO 잡/VV,0,0,0,2
자리/NNG 를/JKO 잡아가/VV,0,0,0,1
자리/NNG 에서/JKB,0,0,0,1
자리/NNG 잡/VV,0,0,0,1
자면/EC,0,0,0,2
자면/EC 길/NNG,0,0,0,1
자면/EC 길/NNG 에서/JKB,0,0,0,1
자못/MAG,1,0,0,0
자못/MAG 심장/NNG,1,0,0,0
자못/MAG 심장/NNG 하/XSA,1,0,0,0
자백/NNG,0,0,0,2
자백/NNG 하/XSV,0,0,0,2
자본주의/NNG,0,0,0,1
자본주의/NNG 의/JKG,0,0,0,1
자본주의/NNG 의/JKG 선전/NNG,0,0,0,1
자비/NNG,0,0,0,1
자비/NNG 롭/XSA,0,0,0,1
자상/XR,0,0,0,1
자상/XR 하/XSA,0,0,0,1
자세/NNG,0,0,0,2
자세/NNG 로/JKB,0,0,0,1
자세/NNG 로/JKB 임하/VV,0,0,0,1
자세히/MAG,0,0,0,1
자세히/MAG 소개/NNG,0,0,0,1
자세히/MAG 소개/NNG 하/XSV,0,0,0,1
자신/NNG,0,3,0,3
자신/NNG 도/JX,0,1,0,0
자신/NNG 도/JX 모르/VV,0,1,0,0
자신/NNG 을/JKO,0,0,0,1
자신/NNG 을/JKO 상실/NNG,0,0,0,1
자신/NNG 의/JKG,0,1,0,2
자신/NNG 의/JKG 나이/NNG,0,0,0,1
자신/NNG 의/JKG 몸/NNG,0,1,0,0
자신/NNG 의/JKG 세계/NNG,0,0,0,1
자신/NNG 이/JKS,0,1,0,0
자신/NNG 이/JKS 없/VA,0,1,0,0
자신만만/XR,0,0,0,1
자신만만/XR 하/XSA,0,0,0,1
자신만만/XR 하/XSA ㄴ/ETM,0,0,0,1
자아/NNG,0,0,0,2
자아/NNG 실현/NNG,0,0,0,1
자아/NNG 실현/NNG 을/JKO,0,0,0,1
자아/NNG 와/JC,0,0,0,1
자아/NNG 와/JC 삶/NNG,0,0,0,1
자아내/VV,0,0,0,1
자아내/VV 기/ETN,0,0,0,1
자아내/VV 기/ETN 에/JKB,0,0,0,1
자연/NNG,0,0,0,8
자연/NNG 과/JC,0,0,0,1
자연/NNG 과/JC 예술/NNG,0,0,0,1
자연/NNG 스럽/XSA,0,0,0,5
자연/NNG 스럽/XSA 게/EC,0,0,0,2
자연/NNG 스럽/XSA ㄴ/ETM,0,0,0,2
자연/NNG 학습/NNG,0,0,0,1
자연/NNG 학습/NNG 기회/NNG,0,0,0,1
자원/NNG,0,0,0,1
자원/NNG 봉사자/NNG,0,0,0,1
자유/NNG,0,1,0,8
자유/NNG 로/JKB,0,0,0,1
자유/NNG 로/JKB 바꾸/VV,0,0,0,1
자유/NNG 롭/XSA,0,0,0,5
자유/NNG 롭/XSA 게/EC,0,0,0,2
자유/NNG 롭/XSA 지/EC,0,0,0,2
자유/NNG 민주주의/NNG,0,1,0,0
자유/NNG 민주주의/NNG 시대/NNG,0,1,0,0
자제력/NNG,0,1,0,0
자제력/NNG 을/JKO,0,1,0,0
자제력/NNG 을/JKO 잃/VV,0,1,0,0
자주/MAG,0,0,0,1
자주/MAG 하/VV,0,0,0,1
자주/MAG 하/VV 고/EC,0,0,0,1
자처/NNG,0,0,0,1
자처/NNG 하/XSV,0,0,0,1
자처/NNG 하/XSV 며/EC,0,0,0,1
자청/NNG,0,0,0,1
자청/NNG 하/XSV,0,0,0,1
자충수/NNG,0,1,0,0
자충수/NNG 에/JKB,0,1,0,0
자충수/NNG 에/JKB 가깝/VA,0,1,0,0
자칫/MAG,0,0,0,1
작/VA,0,0,0,2
작/VA 은/ETM,0,0,0,2
작/VA 은/ETM 섬/NNG,0,0,0,1
작/VA 은/ETM 장기/NNG,0,0,0,1
작가/NNG,0,0,0,2
작가/NNG 상/XSN,0,0,0,1
작가/NNG 이/VCP,0,0,0,1
작곡가/NNG,0,0,0,1
작곡가/NNG 연구/NNG,0,0,0,1
작곡가/NNG 연구/NNG 를/JKO,0,0,0,1
작동/NNG,0,3,0,0
작동/NNG 되/XSV,0,1,0,0
작동/NNG 되/XSV 는지/EC,0,1,0,0
작동/NNG 불량/NNG,0,1,0,0
작동/NNG 안/MAG,0,1,0,0
작동/NNG 안/MAG 되/VV,0,1,0,0
작법/NNG,0,0,0,1
작법/NNG 이/VCP,0,0,0,1
작법/NNG 이/VCP 다/EF,0,0,0,1
작업/NNG,0,0,0,2
작업/NNG 을/JKO,0,0,0,2
작업/NNG 을/JKO 뒤/NNG,0,0,0,1
작업/NNG 을/JKO 해보/VV,0,0,0,1
작용/NNG,0,0,0,1
작용/NNG 하/XSV,0,0,0,1
작전/NNG,0,0,0,1
작전/NNG 계획/NNG,0,0,0,1
작품/NNG,0,0,0,3
작품/NNG 으로/JKB,0,0,0,1
작품/NNG 으로/JKB 그/MM,0,0,0,1
작품/NNG 은/JX,0,0,0,1
작품/NNG 은/JX 아니/VCN,0,0,0,1
작품/NNG 하나/NR,0,0,0,1
작품/NNG 하나/NR 를/JKO,0,0,0,1
잔뼈/NNG,0,0,0,1
잔뼈/NNG 가/JKS,0,0,0,1
잔뼈/NNG 가/JKS 굵/VA,0,0,0,1
잔인/XR,0,2,0,0
잔인/XR 하/XSA,0,2,0,0
잔인/XR 하/XSA ㄴ/ETM,0,1,0,0
잔치/NNG,0,0,0,3
잔치상/NNG,0,1,0,0
잔치상/NNG 을/JKO,0,1,0,0
잔치상/NNG 을/JKO 받/VV,0,1,0,0
잔치판/NNG,0,0,0,1
잔털/NNG,0,0,0,1
잔털/NNG 발생/NNG,0,0,0,1
잔털/NNG 발생/NNG 이/JKS,0,0,0,1
잖아/EF,0,1,0,0
잖아요/EF,0,0,0,2
잘/MAG,0,1,0,13
잘/MAG 결속/NNG,0,0,0,1
잘/MAG 결속/NNG 하/XSV,0,0,0,1
잘/MAG 못*/MAG,0,0,0,1
잘/MAG 못*/MAG 하*/XSV,0,0,0,1
잘/MAG 알리/VV,0,0,0,4
잘/MAG 알리/VV 어/EC,0,0,0,4
잘/MAG 이해/NNG,0,1,0,0
잘/MAG 이해/NNG 되/XSV,0,1,0,0
잘/MAG 입/VV,0,0,0,1
잘/MAG 입/VV 는/ETM,0,0,0,1
잘/MAG 하/VV,0,0,0,1
잘/MAG 하/VV 지만/EC,0,0,0,1
잘/MAG 하/XSV,0,0,0,1
잘못/MAG,0,2,0,0
잘못/MAG 되/VV,0,1,0,0
잘못/MAG 되/VV ㄴ/ETM,0,1,0,0
잘못/MAG 하/VV,0,1,0,0
잘못/MAG 하/VV 다가/EC,0,1,0,0
잘못/NNG,0,2,0,0
잘못/NNG 되/XSV,0,1,0,0
잠들/VV,0,0,0,1
잠들/VV ㄴ/ETM,0,0,0,1
